bot,z1,z2
IntercalationEnhanced,0.13342495198307647,0.09144604061371313
JamesMcGeoch,0.11597432922808437,0.078343715036559
JamesMcGeochEnhanced,0.12271065679432613,0.081708503100397
JohnMeyerSPAngel,0.18297686922297898,0.09318972628421066
JohnMeyerSPAngelEnhanced,0.1410473274249547,0.060333588186838275
JohnsonMatthey,0.2188896809617431,0.04768070839345054
JohnsonMattheyEnhanced,0.041693595180200174,0.047734703598960815
KelvinWaveTrader,-0.259995830807857,-0.4219408701072329
LadderArbBot,-0.05836727187721388,0.0706341105483874
LightMetalsBot,0.12644795462109587,0.026068035293779115
LlmAgCoverageBot,0.4216134655361734,0.0529151569726806
MacroLensBot,0.10657874862103671,0.11309912328366235
MacroPrintBot,0.15364571639127728,0.16543527894539478
MagnetMogul,0.1410857086594096,0.07201330072410726
ManOfSteel,0.11911043851924687,0.08745521802622055
McKinseyBot,0.1503919044585734,0.10609734780773501
MeanReversionBot,0.12001898316648915,0.1404832485560331
MekongMemo,0.135774216343201,0.09533908885340686
MekongMemoEnhanced,0.1374317072932143,0.09530273524078955
MercuryEnsembleBot,0.47088587947016997,0.38534862377810475
Microprediction,-1.1498943094880076,-0.7504262188956817
MikhailTal,0.1601366536276228,0.04539663291514869
MineralImperative,0.17809015577501175,0.10048402346776726
MineralImperativeEnhanced,0.10565152273883509,0.09859370622347109
MiningCorpEventsBot,0.1124358103070949,0.08200687185400196
MinorMetalsBot,0.10116558292646988,0.07182757913325302
MofcomBot,0.07655553533298158,0.14887382619390072
MolyMiner,0.1133387973787947,0.11169949179528363
MomentumBot,0.2720695809004706,0.07227998643497868
MotorCityBot,0.08858773786493632,0.06516803329819665
MultiLensBot,0.06140121211610766,0.15898785143020072
Nasscotton1,-8.753908402189685,-7.04075261957819
OilGasBot,0.089667928096037,0.04752997798193073
OliviaDAngelo,-1.4178993220130385,0.058893785193706
OliviaManual,0.11912101342997566,0.07722095866374082
OnMyanmar,0.13696675783601317,0.11644254851722799
OnMyanmarEnhanced,0.12002092655484857,0.14052286671765454
PGMEcosystemBot,0.11719608252443883,0.1895034962122777
PairTradingBot,0.1369972532320735,0.0684246712881977
PerthDeltaBot,0.16093129056498576,0.11679423193266818
PeterBoockvar,0.18903552567776125,0.08197006481664376
PeterBoockvarEnhanced,0.14197499544159947,0.09537233128027733
PeterManual,0.12563146410246606,0.09083183940580289
PowerMarketsBot,0.167205661410133,0.10271602040454343
PreciousMetalsBot,0.16283317451367177,0.053410636871995334
PrivateFundingBot,0.13888121822949157,0.34849184983071757
ProcessChemBot,0.16931553021057327,0.10152431531506545
PublicEquitiesBot,0.15807815046769497,-0.02791492229829326
RareEarthObserver,0.09507258423837911,0.17319619594679825
RareEarthObserverEnhanced,0.11966344040110324,0.1089661129143937
RareEarthsBot,0.11035081295820558,0.04629733236684524
ReefAssay,0.14192826412439918,0.09486923377398664
RegimeChangeBot,0.19109259146281204,0.055481796571459435
RheniumRocket,0.1685429225374274,0.04475452597344951
RickDisneck,0.12981050386723111,0.030203240230513413
RobbieDwyer,0.10968744996829871,0.06493408258993986
RobbieDwyerEnhanced,0.03731049391117143,0.17808207501925832
SegmentKpiBot,0.272604176316402,0.043442619514325966
SeleniumSeer,0.21207897068645842,0.15734970577801308
SemiSupplyChainBot,0.17901599361798598,0.0975361766078648
ShippingLogisticsBot,0.10775893335295508,0.043409430472193256
SkepticalClaude,0.22170815090665266,0.1459653278488694
SmelterWatch,0.13762813312762517,0.09084157293213262
SmmSpotBot,0.1524827447852826,0.10042875219827972
SoftStaplesBot,0.0028680368879413776,0.23101153958610662
SterlingSight,0.1104479208371348,0.10712937189923137
StibniteEdge,0.09038677689146965,0.09761249639449202
StockpileSentinel,0.16462067669390815,0.12057190001628562
SupplyChainBot,0.16598057370644545,0.04606038861517484
SupplyChainGPT,0.08772630961934452,0.003103856321702486
SurfaceBrowser,0.2606397471000107,-0.013409273420697754
TallulahAdams,0.15326793328523478,0.09042819191479731
TallulahAdamsEnhanced,0.09956091209047295,0.04303776515948743
TelluriumTraps,0.17346663982901078,0.08948888696875575
TemporalBot,0.046814687203197536,0.06528225950524441
TerbiumTide,0.13889457288613807,0.09977361550257527
TermStructureBot,-0.38496963577640786,-0.2782123160298864
ThomasEvansGS,0.2647059312247249,0.022857352408661435
ThomasEvansGSEnhanced,0.23176062097661504,0.013315814955836253
TrumpTruthPulse,0.11467064829725004,0.04559253333691417
UncertaintyBot,0.12406912136335042,0.04711653131545488
VanadiumVault,0.06122124514189703,0.12728908179096055
VinceBeiser,0.16136844942960812,0.06699811375821232
VinceBeiserEnhanced,0.11647202624547842,0.08726624928307458
VoltLine,0.1617171189033842,0.2056049044058991
VoltRushSanderson,0.060910768001355614,0.07211452728135649
VoltRushSandersonEnhanced,0.19280987049527012,0.09590843730485483
VoltsRoberts,0.18296350021155375,0.03430318583515337
VoltsRobertsEnhanced,0.14359097857627795,0.08598117727313054
WhiteGoldTrader,0.07073052590023114,-0.02157526972787059
WilliamManual,-0.12861169272765177,0.20707346308442376
WolframWire,0.10997533800286025,0.08848091938532493
YahooAgsBot,-8.773118418409082,-7.056986205656975
YellowcakeWatch,0.11732415642669397,0.019241976498266367
YtterbiumYogi,0.08144228119535066,0.14511133148843133
YttriumYield,0.13496401152829707,0.07773241116223086
fundbotquant,0.34345006536329636,0.2706276716620233
jacobbarcelona,-1.1562633434066427,-0.7523245166261816
michael_crandall,0.1283335747167433,0.06417855731838906
michael_crandallEnhanced,0.12836991365505998,0.06377004239126347
oliver_green,-0.041728002558022836,0.16678961697980482
oliver_greenEnhanced,0.1277782443963936,0.07656619421426861
stephen_dattels,0.1415881335918826,0.06563018051146047
stephen_dattelsEnhanced,0.14969543737429958,0.0312566540904181
