block,cond_id,bot,ability_racetime,skill,p_obs,p_hat
0,brent|diffusion_mc_1+news_drift_1,diffusion_mc_1,-0.3004660399552873,0.3004660399552873,0.6666666666666666,0.664753696865672
0,brent|diffusion_mc_1+news_drift_1,news_drift_1,0.3014602590508707,-0.3014602590508707,0.3333333333333333,0.3352822949634009
0,cerium|ladder_arb_1+mercury_ensemble_1,ladder_arb_1,-0.8528065458992005,0.8528065458992005,0.75,0.753490144311986
0,cerium|ladder_arb_1+mercury_ensemble_1,mercury_ensemble_1,0.1135412043103674,-0.1135412043103674,0.25,0.2476038161353514
0,copper|ensemble_1+ladder_arb_1+news_drift_1,ensemble_1,0.8456846979619957,-0.8456846979619957,0.3333333333333333,0.34313499201729475
0,copper|ensemble_1+ladder_arb_1+news_drift_1,ladder_arb_1,0.8780367154055934,-0.8780367154055934,0.3333333333333333,0.32921445361643975
0,copper|ensemble_1+ladder_arb_1+news_drift_1,news_drift_1,0.8802821992110346,-0.8802821992110346,0.3333333333333333,0.32824825904768873
0,copper|ensemble_1+news_drift_1,ensemble_1,0.1782723831736103,-0.1782723831736103,0.5,0.5006052505235004
0,copper|ensemble_1+news_drift_1,news_drift_1,0.17894209299380362,-0.17894209299380362,0.5,0.5002183017386181
0,cotton|cftc_softs_1+commodity_1+cotton_fundamental_1,cftc_softs_1,0.24852193443188023,-0.24852193443188023,0.24637681159420288,0.2463559948045833
0,cotton|cftc_softs_1+commodity_1+cotton_fundamental_1,commodity_1,-0.1712511304479971,0.1712511304479971,0.4202898550724638,0.4206637480035707
0,cotton|cftc_softs_1+commodity_1+cotton_fundamental_1,cotton_fundamental_1,0.016657655285749563,-0.016657655285749563,0.33333333333333337,0.33356434009520747
0,cotton|cftc_softs_1+cotton_fundamental_1,cftc_softs_1,0.9439156496289021,-0.9439156496289021,0.2,0.2004550423767884
0,cotton|cftc_softs_1+cotton_fundamental_1,cotton_fundamental_1,-0.24691900927397234,0.24691900927397234,0.8,0.8005914948488488
0,cotton|cftc_softs_1+cotton_fundamental_1+nass_cotton_1,cftc_softs_1,0.2181436811621212,-0.2181436811621212,0.2857142857142857,0.28563978708432214
0,cotton|cftc_softs_1+cotton_fundamental_1+nass_cotton_1,cotton_fundamental_1,-0.10676117249365849,0.10676117249365849,0.42857142857142855,0.42884019744813795
0,cotton|cftc_softs_1+cotton_fundamental_1+nass_cotton_1,nass_cotton_1,0.21782097186849025,-0.21782097186849025,0.2857142857142857,0.28575683511595823
0,cotton|cotton_fundamental_1+ladder_arb_1,cotton_fundamental_1,0.040813922543694814,-0.040813922543694814,0.25,0.24686218605746518
0,cotton|cotton_fundamental_1+ladder_arb_1,ladder_arb_1,-0.9296203380122734,0.9296203380122734,0.75,0.7541289975644498
0,gold|commodity_spot_1+diffusion_mc_1+news_drift_1,commodity_spot_1,-0.8751034905873745,0.8751034905873745,0.6666666666666666,0.7014106687753404
0,gold|commodity_spot_1+diffusion_mc_1+news_drift_1,diffusion_mc_1,0.20363100333785436,-0.20363100333785436,0.20512820512820512,0.18945880018493008
0,gold|commodity_spot_1+diffusion_mc_1+news_drift_1,news_drift_1,0.5725472284564733,-0.5725472284564733,0.1282051282051282,0.10977088027053665
0,gold|diffusion_mc_1+ensemble_1+news_drift_1,diffusion_mc_1,1.070906821623804,-1.070906821623804,0.14285714285714285,0.14429073290713987
0,gold|diffusion_mc_1+ensemble_1+news_drift_1,ensemble_1,-0.2093323212025442,0.2093323212025442,0.7142857142857143,0.7097034635985102
0,gold|diffusion_mc_1+ensemble_1+news_drift_1,news_drift_1,1.06174650427112,-1.06174650427112,0.14285714285714285,0.1463009456706901
0,gold|diffusion_mc_1+news_drift_1,diffusion_mc_1,0.7800363622476476,-0.7800363622476476,0.25,0.2869609330637372
0,gold|diffusion_mc_1+news_drift_1,news_drift_1,-0.016895996380307032,0.016895996380307032,0.75,0.7137459833115661
0,gold|ensemble_1+news_drift_1,ensemble_1,-0.1560740946676326,0.1560740946676326,0.5,0.5004079606284324
0,gold|ensemble_1+news_drift_1,news_drift_1,-0.1567137853292337,0.1567137853292337,0.5,0.5007667339067783
0,palladium|commodity_spot_1+diffusion_mc_1+pair_trading_1,commodity_spot_1,0.8893670496793034,-0.8893670496793034,0.7192982456140351,0.6985314371449385
0,palladium|commodity_spot_1+diffusion_mc_1+pair_trading_1,diffusion_mc_1,1.9130893984185866,-1.9130893984185866,0.19298245614035087,0.20376375794237883
0,palladium|commodity_spot_1+diffusion_mc_1+pair_trading_1,pair_trading_1,2.4049797463309517,-2.4049797463309517,0.08771929824561403,0.09795290554379352
0,palladium|commodity_spot_1+pair_trading_1,commodity_spot_1,-0.3057167857385017,0.3057167857385017,0.65,0.648955028872664
0,palladium|commodity_spot_1+pair_trading_1,pair_trading_1,0.2351339894820007,-0.2351339894820007,0.35,0.3515732046600603
0,platinum|commodity_spot_1+diffusion_mc_1+pair_trading_1,commodity_spot_1,0.12827314038497972,-0.12827314038497972,0.7142857142857143,0.6633199513053935
0,platinum|commodity_spot_1+diffusion_mc_1+pair_trading_1,diffusion_mc_1,1.229132422275014,-1.229132422275014,0.14285714285714285,0.16931191228889245
0,platinum|commodity_spot_1+diffusion_mc_1+pair_trading_1,pair_trading_1,1.2340234067560014,-1.2340234067560014,0.14285714285714285,0.16814426293121948
0,platinum|commodity_spot_1+pair_trading_1,commodity_spot_1,-0.3161635228484069,0.3161635228484069,0.6428571428571429,0.6417427857279671
0,platinum|commodity_spot_1+pair_trading_1,pair_trading_1,0.19608547658571787,-0.19608547658571787,0.35714285714285715,0.35877351059949897
0,platinum|diffusion_mc_1+ladder_arb_1+pair_trading_1,diffusion_mc_1,1.4533397853643182,-1.4533397853643182,0.14285714285714285,0.15467483647377162
0,platinum|diffusion_mc_1+ladder_arb_1+pair_trading_1,ladder_arb_1,0.24592280752653983,-0.24592280752653983,0.7142857142857143,0.6927433802484756
0,platinum|diffusion_mc_1+ladder_arb_1+pair_trading_1,pair_trading_1,1.4582142406624843,-1.4582142406624843,0.14285714285714285,0.15356532830188885
0,platinum|diffusion_mc_1+pair_trading_1,diffusion_mc_1,0.25477676926034415,-0.25477676926034415,0.375,0.3732873707991628
