unit,best_logistic_scale,sup_abs_dp,mean_abs_dp,part_i_bound_nats,part_i_bound_x_mpd,part_ii_vote_kl_nats,part_ii_vote_kl_x_mpd,stored_ceiling_x_mpd
0.5855,0.7573284774501565,0.011115418941389857,0.0009195274844037708,0.002654255711781745,6.635639279454362,3.4406166844867095e-06,0.008601541711216774,0.0086818481621065
