window,n,mean_d_logloss,mean_ll_dav,mean_ll_lat,pooled_x_mpd,ci_lo_x_mpd,ci_hi_x_mpd,verdict,note
2023-07-31,3118,0.0015876443239245899,0.9802894113862626,0.9787017670623381,0.8608877053260972,0.016505542057187347,2.69288340605882,inconclusive,
2023-08-31,6780,0.0006571745678970841,0.9876365714170927,0.9869793968491958,0.8608877053260972,0.016505542057187347,2.69288340605882,inconclusive,
2023-09-30,8165,0.0004622255356373097,1.014441381109098,1.0139791555734605,0.8608877053260972,0.016505542057187347,2.69288340605882,inconclusive,
2023-10-31,14383,0.00020172182818148273,1.016364707593065,1.0161629857648835,0.8608877053260972,0.016505542057187347,2.69288340605882,inconclusive,
2023-11-30,31520,0.003441003569147427,1.02303419529239,1.0195931917232426,0.8608877053260972,0.016505542057187347,2.69288340605882,inconclusive,
2023-12-31,31999,-0.00023201387548563133,1.000201295883879,1.0004333097593647,0.8608877053260972,0.016505542057187347,2.69288340605882,inconclusive,
2024-01-31,24567,1.4564096524899955e-05,1.0074418058801724,1.0074272417836476,0.8608877053260972,0.016505542057187347,2.69288340605882,inconclusive,
2024-02-29,45079,0.00041171842847115454,0.999892864135765,0.9994811457072938,0.8608877053260972,0.016505542057187347,2.69288340605882,inconclusive,
2024-03-31,61311,9.455765445270082e-05,1.009805889136507,1.0097113314820543,0.8608877053260972,0.016505542057187347,2.69288340605882,inconclusive,
2024-04-30,137372,-9.769273519996361e-05,1.0235137878552973,1.0236114805904972,0.8608877053260972,0.016505542057187347,2.69288340605882,inconclusive,
2024-05-31,114381,0.00016838309157499905,1.0165352327386334,1.0163668496470584,0.8608877053260972,0.016505542057187347,2.69288340605882,inconclusive,
2024-06-30,84860,-3.38147528959895e-05,1.0398108452729677,1.0398446600258637,0.8608877053260972,0.016505542057187347,2.69288340605882,inconclusive,
2024-07-31,44789,0.00027477471070349473,1.0288902521838663,1.0286154774731628,0.8608877053260972,0.016505542057187347,2.69288340605882,inconclusive,
