bin,n,emp,fit,variant,window,model
"(0.8, 1.2]",4859,0.1804898127186664,0.15214502837273913,main_tie_only,2023-11-30,davidson
"(1.2, 2.0]",2119,0.14487966021708354,0.13644212449446957,main_tie_only,2023-11-30,davidson
"(0.0, 0.15]",7042,0.187446748082931,0.1799287766344226,main_tie_only,2023-11-30,lattice
"(0.15, 0.3]",11299,0.23019736259846005,0.175834800630001,main_tie_only,2023-11-30,lattice
"(0.3, 0.5]",7039,0.20883648245489417,0.1709340442873387,main_tie_only,2023-11-30,lattice
"(0.5, 0.8]",7863,0.18250031794480479,0.16450519860286017,main_tie_only,2023-11-30,lattice
"(0.8, 1.2]",3218,0.16376631448104412,0.14287219202685011,main_tie_only,2023-11-30,lattice
"(1.2, 2.0]",277,0.10108303249097472,0.11436475895032883,main_tie_only,2023-11-30,lattice
"(0.0, 0.15]",5165,0.1920619554695063,0.18751115854417455,main_tie_only,2023-12-31,davidson
"(0.15, 0.3]",6260,0.22779552715654952,0.1866072189239333,main_tie_only,2023-12-31,davidson
"(0.3, 0.5]",5065,0.19901283316880553,0.18521591818985153,main_tie_only,2023-12-31,davidson
"(0.5, 0.8]",6091,0.20144475455590216,0.17957057441980623,main_tie_only,2023-12-31,davidson
"(0.8, 1.2]",6265,0.19185953711093376,0.17040579343245707,main_tie_only,2023-12-31,davidson
"(1.2, 2.0]",3034,0.15524060646011867,0.15089983298605178,main_tie_only,2023-12-31,davidson
"(0.0, 0.15]",8051,0.21599801266923363,0.19065883386478194,main_tie_only,2023-12-31,lattice
"(0.15, 0.3]",7561,0.20010580611030288,0.18644404988651608,main_tie_only,2023-12-31,lattice
"(0.3, 0.5]",4233,0.18143160878809356,0.180392820544906,main_tie_only,2023-12-31,lattice
"(0.5, 0.8]",8551,0.20547304408841072,0.17241843600332094,main_tie_only,2023-12-31,lattice
"(0.8, 1.2]",2715,0.16574585635359115,0.14953023415346473,main_tie_only,2023-12-31,lattice
"(1.2, 2.0]",888,0.12274774774774774,0.12279470298727871,main_tie_only,2023-12-31,lattice
"(0.0, 0.15]",4394,0.2141556668183887,0.19035273312820994,main_tie_only,2024-01-31,davidson
"(0.15, 0.3]",4587,0.21364726400697623,0.18943249759266625,main_tie_only,2024-01-31,davidson
"(0.3, 0.5]",3961,0.18783135571825296,0.18803790830720563,main_tie_only,2024-01-31,davidson
"(0.5, 0.8]",4427,0.21120397560424667,0.18226173011410632,main_tie_only,2024-01-31,davidson
"(0.8, 1.2]",5078,0.17861362741236708,0.17207374665413086,main_tie_only,2024-01-31,davidson
"(1.2, 2.0]",1930,0.15025906735751296,0.15424464052787745,main_tie_only,2024-01-31,davidson
"(0.0, 0.15]",6085,0.2218570254724733,0.1944045226004868,main_tie_only,2024-01-31,lattice
"(0.15, 0.3]",6370,0.19167974882260597,0.1894834419027865,main_tie_only,2024-01-31,lattice
"(0.3, 0.5]",2842,0.19458128078817735,0.1837326655604737,main_tie_only,2024-01-31,lattice
"(0.5, 0.8]",6870,0.19534206695778747,0.17380899444273923,main_tie_only,2024-01-31,lattice
"(0.8, 1.2]",1792,0.16015625,0.15233706919795473,main_tie_only,2024-01-31,lattice
"(1.2, 2.0]",608,0.11019736842105263,0.12313085554721592,main_tie_only,2024-01-31,lattice
"(0.0, 0.15]",7612,0.2627430373095113,0.19324000354860532,main_tie_only,2024-02-29,davidson
"(0.15, 0.3]",6770,0.22097488921713443,0.1924826303923394,main_tie_only,2024-02-29,davidson
"(0.3, 0.5]",4893,0.21152667075413856,0.18975880429811276,main_tie_only,2024-02-29,davidson
"(0.5, 0.8]",14598,0.19721879709549253,0.18495882321687812,main_tie_only,2024-02-29,davidson
"(0.8, 1.2]",4408,0.161978221415608,0.17593422317370155,main_tie_only,2024-02-29,davidson
"(1.2, 2.0]",5659,0.13200212051599222,0.15784792379743634,main_tie_only,2024-02-29,davidson
"(0.0, 0.15]",11069,0.2553979582618123,0.19805937344380445,main_tie_only,2024-02-29,lattice
"(0.15, 0.3]",5145,0.2110787172011662,0.19339068205387558,main_tie_only,2024-02-29,lattice
"(0.3, 0.5]",11346,0.19266701921381985,0.1866626406700922,main_tie_only,2024-02-29,lattice
"(0.5, 0.8]",10076,0.19223898372369988,0.18038845082478341,main_tie_only,2024-02-29,lattice
"(0.8, 1.2]",5372,0.1360759493670886,0.15633728191165025,main_tie_only,2024-02-29,lattice
"(1.2, 2.0]",2071,0.10043457267020763,0.11055964390294502,main_tie_only,2024-02-29,lattice
"(0.0, 0.15]",7810,0.2267605633802817,0.19722148361134262,main_tie_only,2024-03-31,davidson
"(0.15, 0.3]",8623,0.21848544590049868,0.19625832080212527,main_tie_only,2024-03-31,davidson
"(0.3, 0.5]",11302,0.22208458679879667,0.1937917675027117,main_tie_only,2024-03-31,davidson
"(0.5, 0.8]",14593,0.21064894127321318,0.18887547058183363,main_tie_only,2024-03-31,davidson
"(0.8, 1.2]",11692,0.1826890181320561,0.18009687066264995,main_tie_only,2024-03-31,davidson
"(1.2, 2.0]",7038,0.16183574879227053,0.15999203025622707,main_tie_only,2024-03-31,davidson
"(0.0, 0.15]",9992,0.23088470776621298,0.2020147474854881,main_tie_only,2024-03-31,lattice
"(0.15, 0.3]",10937,0.21285544482033464,0.1967561334937553,main_tie_only,2024-03-31,lattice
"(0.3, 0.5]",15364,0.21888831033585004,0.19076040081107815,main_tie_only,2024-03-31,lattice
"(0.5, 0.8]",15206,0.19518611074575826,0.18289349719312623,main_tie_only,2024-03-31,lattice
"(0.8, 1.2]",7976,0.1658726178535607,0.16078309596465354,main_tie_only,2024-03-31,lattice
"(1.2, 2.0]",1836,0.14270152505446623,0.12805665984333162,main_tie_only,2024-03-31,lattice
"(0.0, 0.15]",20253,0.23606379301831829,0.2045093391070247,main_tie_only,2024-04-30,davidson
"(0.15, 0.3]",17816,0.23046699595868883,0.20330409132569457,main_tie_only,2024-04-30,davidson
"(0.3, 0.5]",27612,0.22801680428799073,0.20128215681346698,main_tie_only,2024-04-30,davidson
"(0.5, 0.8]",26617,0.2335725288349551,0.1970001348492444,main_tie_only,2024-04-30,davidson
"(0.8, 1.2]",29915,0.20287481196724053,0.1874585122361066,main_tie_only,2024-04-30,davidson
"(1.2, 2.0]",13667,0.1668983683324797,0.1652350807107805,main_tie_only,2024-04-30,davidson
"(0.0, 0.15]",24396,0.235530414822102,0.20857577869927535,main_tie_only,2024-04-30,lattice
"(0.15, 0.3]",29924,0.23248897206255847,0.20244764127185944,main_tie_only,2024-04-30,lattice
"(0.3, 0.5]",33290,0.23130069089816763,0.19628510257062215,main_tie_only,2024-04-30,lattice
"(0.5, 0.8]",31390,0.20414144632048423,0.18703431707382512,main_tie_only,2024-04-30,lattice
"(0.8, 1.2]",14554,0.17905730383399754,0.16347182287755727,main_tie_only,2024-04-30,lattice
"(1.2, 2.0]",3818,0.13305395495023573,0.1256092793019562,main_tie_only,2024-04-30,lattice
"(0.0, 0.15]",16414,0.23486048495187034,0.21529150778225928,main_tie_only,2024-05-31,davidson
"(0.15, 0.3]",17219,0.23294035658284454,0.2143730599301791,main_tie_only,2024-05-31,davidson
"(0.3, 0.5]",20332,0.2319988195947275,0.2120928247597517,main_tie_only,2024-05-31,davidson
"(0.5, 0.8]",26219,0.21022922308249742,0.2065850189051693,main_tie_only,2024-05-31,davidson
"(0.8, 1.2]",21450,0.19454545454545455,0.19710362955073593,main_tie_only,2024-05-31,davidson
"(1.2, 2.0]",12225,0.16703476482617588,0.1763801496824978,main_tie_only,2024-05-31,davidson
"(0.0, 0.15]",24842,0.23548828596731342,0.2182543915950036,main_tie_only,2024-05-31,lattice
"(0.15, 0.3]",22473,0.23330218484403506,0.21205035588559776,main_tie_only,2024-05-31,lattice
"(0.3, 0.5]",23817,0.21640005038417937,0.20519654413257563,main_tie_only,2024-05-31,lattice
"(0.5, 0.8]",27862,0.1990883640801091,0.19634350250332339,main_tie_only,2024-05-31,lattice
"(0.8, 1.2]",12987,0.17217217217217218,0.17353061251194538,main_tie_only,2024-05-31,lattice
"(1.2, 2.0]",2400,0.14833333333333334,0.14138362413193806,main_tie_only,2024-05-31,lattice
"(0.0, 0.15]",17019,0.247194312239262,0.21830791346846398,main_tie_only,2024-06-30,davidson
"(0.15, 0.3]",15694,0.2354402956543902,0.21738910195738642,main_tie_only,2024-06-30,davidson
"(0.3, 0.5]",16603,0.23543937842558574,0.21496727258641898,main_tie_only,2024-06-30,davidson
"(0.5, 0.8]",19732,0.21619704034056356,0.20967622840454747,main_tie_only,2024-06-30,davidson
"(0.8, 1.2]",12103,0.2007766669420805,0.19961092148395282,main_tie_only,2024-06-30,davidson
"(1.2, 2.0]",3697,0.1777116581011631,0.1818569788689929,main_tie_only,2024-06-30,davidson
"(0.0, 0.15]",23390,0.24377939290294998,0.221321751236105,main_tie_only,2024-06-30,lattice
"(0.15, 0.3]",19462,0.2357928270475799,0.21541291258618545,main_tie_only,2024-06-30,lattice
"(0.3, 0.5]",19679,0.22323288784999237,0.20817937737972125,main_tie_only,2024-06-30,lattice
"(0.5, 0.8]",17108,0.20680383446340894,0.19885020552160979,main_tie_only,2024-06-30,lattice
"(0.8, 1.2]",5094,0.17962308598351,0.178209152332034,main_tie_only,2024-06-30,lattice
"(1.2, 2.0]",127,0.2440944881889764,0.14796466650085593,main_tie_only,2024-06-30,lattice
"(0.0, 0.15]",8955,0.23785594639865998,0.21829955451047053,main_tie_only,2024-07-31,davidson
"(0.15, 0.3]",7820,0.24258312020460357,0.21746386486035857,main_tie_only,2024-07-31,davidson
"(0.3, 0.5]",8397,0.23853757294271763,0.21526777172397324,main_tie_only,2024-07-31,davidson
"(0.5, 0.8]",8792,0.21201091901728844,0.20987355840725824,main_tie_only,2024-07-31,davidson
"(0.8, 1.2]",6917,0.1976290299262686,0.1990314761201957,main_tie_only,2024-07-31,davidson
"(1.2, 2.0]",3646,0.15523861766319255,0.17969243700277512,main_tie_only,2024-07-31,davidson
"(0.0, 0.15]",12661,0.24097622620646078,0.22325788506782523,main_tie_only,2024-07-31,lattice
"(0.15, 0.3]",9919,0.24115334207077327,0.2173884955265546,main_tie_only,2024-07-31,lattice
"(0.3, 0.5]",8322,0.21893775534727228,0.2100987285759257,main_tie_only,2024-07-31,lattice
"(0.5, 0.8]",9178,0.20244061887121378,0.19975628205148704,main_tie_only,2024-07-31,lattice
"(0.8, 1.2]",3810,0.16167979002624672,0.17997065400016915,main_tie_only,2024-07-31,lattice
"(1.2, 2.0]",899,0.12903225806451613,0.14096807387369256,main_tie_only,2024-07-31,lattice
"(0.0, 0.15]",439,0.3712984054669704,0.34775768799118906,robustness_bothbad,2023-07-31,davidson
"(0.15, 0.3]",304,0.2993421052631579,0.34644600873607123,robustness_bothbad,2023-07-31,davidson
"(0.3, 0.5]",570,0.3333333333333333,0.34361667876199875,robustness_bothbad,2023-07-31,davidson
"(0.5, 0.8]",419,0.28878281622911695,0.33816733515610276,robustness_bothbad,2023-07-31,davidson
"(0.8, 1.2]",817,0.3084455324357405,0.32276963622016086,robustness_bothbad,2023-07-31,davidson
"(1.2, 2.0]",956,0.2594142259414226,0.29331419587653923,robustness_bothbad,2023-07-31,davidson
"(0.0, 0.15]",574,0.3588850174216028,0.3922540621442613,robustness_bothbad,2023-07-31,lattice
"(0.15, 0.3]",615,0.3284552845528455,0.3732708093325889,robustness_bothbad,2023-07-31,lattice
"(0.3, 0.5]",512,0.29296875,0.35955608317096577,robustness_bothbad,2023-07-31,lattice
"(0.5, 0.8]",944,0.298728813559322,0.3268604270858555,robustness_bothbad,2023-07-31,lattice
"(0.8, 1.2]",795,0.2591194968553459,0.28964594183951525,robustness_bothbad,2023-07-31,lattice
"(1.2, 2.0]",207,0.1932367149758454,0.23636616441563588,robustness_bothbad,2023-07-31,lattice
"(0.0, 0.15]",967,0.3340227507755946,0.3448453436859797,robustness_bothbad,2023-08-31,davidson
"(0.15, 0.3]",272,0.2536764705882353,0.3431274323955921,robustness_bothbad,2023-08-31,davidson
"(0.3, 0.5]",2261,0.31092436974789917,0.3405693019884943,robustness_bothbad,2023-08-31,davidson
"(0.5, 0.8]",762,0.3346456692913386,0.3331384363739137,robustness_bothbad,2023-08-31,davidson
"(0.8, 1.2]",2099,0.2715578847070033,0.32181913302053833,robustness_bothbad,2023-08-31,davidson
"(1.2, 2.0]",1578,0.24841571609632446,0.2965382432721349,robustness_bothbad,2023-08-31,davidson
"(0.0, 0.15]",1071,0.33053221288515405,0.3932954554007818,robustness_bothbad,2023-08-31,lattice
"(0.15, 0.3]",1734,0.3027681660899654,0.374431393532849,robustness_bothbad,2023-08-31,lattice
"(0.3, 0.5]",1428,0.3088235294117647,0.3567492490129259,robustness_bothbad,2023-08-31,lattice
"(0.5, 0.8]",2321,0.2804825506247307,0.32744040765765,robustness_bothbad,2023-08-31,lattice
"(0.8, 1.2]",1385,0.24620938628158845,0.29194126455309316,robustness_bothbad,2023-08-31,lattice
"(1.2, 2.0]",65,0.2,0.24416523010181293,robustness_bothbad,2023-08-31,lattice
"(0.0, 0.15]",1923,0.3234529381175247,0.3368836371181924,robustness_bothbad,2023-09-30,davidson
"(0.15, 0.3]",2036,0.32711198428290766,0.33551314976242114,robustness_bothbad,2023-09-30,davidson
"(0.3, 0.5]",1428,0.3396358543417367,0.33325130296707867,robustness_bothbad,2023-09-30,davidson
"(0.5, 0.8]",1328,0.3004518072289157,0.3255482003441517,robustness_bothbad,2023-09-30,davidson
"(0.8, 1.2]",2184,0.288003663003663,0.31099919806501647,robustness_bothbad,2023-09-30,davidson
"(1.2, 2.0]",773,0.24967658473479948,0.28527753490949975,robustness_bothbad,2023-09-30,davidson
"(0.0, 0.15]",2701,0.33283968900407257,0.3912211545694029,robustness_bothbad,2023-09-30,lattice
"(0.15, 0.3]",2458,0.3275020341741253,0.3767924321084106,robustness_bothbad,2023-09-30,lattice
"(0.3, 0.5]",1285,0.3058365758754864,0.35330465639586245,robustness_bothbad,2023-09-30,lattice
"(0.5, 0.8]",2215,0.29029345372460497,0.32385697139321407,robustness_bothbad,2023-09-30,lattice
"(0.8, 1.2]",913,0.25410733844468786,0.2936440528707451,robustness_bothbad,2023-09-30,lattice
"(1.2, 2.0]",162,0.19135802469135801,0.24740992851713015,robustness_bothbad,2023-09-30,lattice
"(0.0, 0.15]",3378,0.31557134399052694,0.33353618640933774,robustness_bothbad,2023-10-31,davidson
"(0.15, 0.3]",5602,0.3211353088182792,0.33231140339788917,robustness_bothbad,2023-10-31,davidson
"(0.3, 0.5]",3234,0.3305504019789734,0.3295069394005015,robustness_bothbad,2023-10-31,davidson
"(0.5, 0.8]",2231,0.28865979381443296,0.3236483326736374,robustness_bothbad,2023-10-31,davidson
"(0.8, 1.2]",2281,0.2656729504603244,0.3081583047872959,robustness_bothbad,2023-10-31,davidson
"(1.2, 2.0]",381,0.29658792650918636,0.27629699505653166,robustness_bothbad,2023-10-31,davidson
"(0.0, 0.15]",4572,0.3252405949256343,0.39187420168879317,robustness_bothbad,2023-10-31,lattice
"(0.15, 0.3]",6999,0.320760108586941,0.3761493711196383,robustness_bothbad,2023-10-31,lattice
"(0.3, 0.5]",2525,0.3001980198019802,0.35383836295796506,robustness_bothbad,2023-10-31,lattice
"(0.5, 0.8]",2371,0.26992830029523407,0.32318002695488995,robustness_bothbad,2023-10-31,lattice
"(0.8, 1.2]",537,0.25512104283054005,0.2920215949911031,robustness_bothbad,2023-10-31,lattice
"(1.2, 2.0]",172,0.2616279069767442,0.24823512358609168,robustness_bothbad,2023-10-31,lattice
"(0.0, 0.15]",10383,0.3461427333140711,0.327883838082718,robustness_bothbad,2023-11-30,davidson
"(0.15, 0.3]",6360,0.3261006289308176,0.3262749500843671,robustness_bothbad,2023-11-30,davidson
"(0.3, 0.5]",8900,0.35123595505617977,0.32427345995192913,robustness_bothbad,2023-11-30,davidson
"(0.5, 0.8]",5521,0.3423292881724325,0.31803975793234573,robustness_bothbad,2023-11-30,davidson
"(0.8, 1.2]",9243,0.2902737206534675,0.3065019600081783,robustness_bothbad,2023-11-30,davidson
"(1.2, 2.0]",3117,0.27847289059993585,0.2803067585939721,robustness_bothbad,2023-11-30,davidson
"(0.0, 0.15]",11940,0.34413735343383584,0.3391424551043778,robustness_bothbad,2023-11-30,lattice
"(0.15, 0.3]",13968,0.34822451317296677,0.3261954681114382,robustness_bothbad,2023-11-30,lattice
"(0.3, 0.5]",6587,0.32290875967815397,0.30888615864295116,robustness_bothbad,2023-11-30,lattice
"(0.5, 0.8]",8427,0.2929868280526878,0.2914425320697739,robustness_bothbad,2023-11-30,lattice
"(0.8, 1.2]",2591,0.256657661134697,0.26242506423688533,robustness_bothbad,2023-11-30,lattice
"(1.2, 2.0]",180,0.20555555555555555,0.21130690409773176,robustness_bothbad,2023-11-30,lattice
"(0.0, 0.15]",5920,0.33378378378378376,0.3345496001957398,robustness_bothbad,2023-12-31,davidson
"(0.15, 0.3]",7480,0.3533422459893048,0.33319384807864366,robustness_bothbad,2023-12-31,davidson
"(0.3, 0.5]",6115,0.32281275551921507,0.3308904582720015,robustness_bothbad,2023-12-31,davidson
"(0.5, 0.8]",7128,0.30709876543209874,0.3218185891424408,robustness_bothbad,2023-12-31,davidson
"(0.8, 1.2]",6541,0.2753401620547317,0.305642692069871,robustness_bothbad,2023-12-31,davidson
"(1.2, 2.0]",3801,0.2515127598000526,0.2771554918334529,robustness_bothbad,2023-12-31,davidson
"(0.0, 0.15]",9010,0.3476137624861265,0.39001197402595483,robustness_bothbad,2023-12-31,lattice
"(0.15, 0.3]",8892,0.32669815564552407,0.37381647230650517,robustness_bothbad,2023-12-31,lattice
"(0.3, 0.5]",7529,0.31797051401248505,0.3496728026735862,robustness_bothbad,2023-12-31,lattice
"(0.5, 0.8]",7232,0.27793141592920356,0.32139639684958904,robustness_bothbad,2023-12-31,lattice
"(0.8, 1.2]",3599,0.26007224228952486,0.286753072725402,robustness_bothbad,2023-12-31,lattice
"(1.2, 2.0]",997,0.21965897693079237,0.24276299729598677,robustness_bothbad,2023-12-31,lattice
"(0.0, 0.15]",5753,0.386928559012689,0.3309628557163324,robustness_bothbad,2024-01-31,davidson
"(0.15, 0.3]",5172,0.36078886310904873,0.3295294462924478,robustness_bothbad,2024-01-31,davidson
"(0.3, 0.5]",5297,0.3551066641495186,0.32751657289345903,robustness_bothbad,2024-01-31,davidson
"(0.5, 0.8]",3567,0.3366975049060835,0.32041897641059763,robustness_bothbad,2024-01-31,davidson
"(0.8, 1.2]",6409,0.2917771883289125,0.3047761984167451,robustness_bothbad,2024-01-31,davidson
"(1.2, 2.0]",3293,0.2632857576677801,0.27881700176641383,robustness_bothbad,2024-01-31,davidson
"(0.0, 0.15]",8390,0.38235995232419545,0.34059009129249246,robustness_bothbad,2024-01-31,lattice
"(0.15, 0.3]",7647,0.35425657120439386,0.3272667891941418,robustness_bothbad,2024-01-31,lattice
"(0.3, 0.5]",3658,0.3348824494259158,0.31094201411923256,robustness_bothbad,2024-01-31,lattice
"(0.5, 0.8]",7297,0.29080444018089624,0.2874006678066174,robustness_bothbad,2024-01-31,lattice
"(0.8, 1.2]",2075,0.26602409638554214,0.26088028476567376,robustness_bothbad,2024-01-31,lattice
"(1.2, 2.0]",634,0.21766561514195584,0.22581973838126831,robustness_bothbad,2024-01-31,lattice
"(0.0, 0.15]",8649,0.3845531275291941,0.3410990699656843,robustness_bothbad,2024-02-29,davidson
"(0.15, 0.3]",8273,0.35996615496192436,0.3399478793500487,robustness_bothbad,2024-02-29,davidson
"(0.3, 0.5]",7223,0.3715907517651945,0.33588880827478207,robustness_bothbad,2024-02-29,davidson
"(0.5, 0.8]",11949,0.3207799815884174,0.3287334320457896,robustness_bothbad,2024-02-29,davidson
"(0.8, 1.2]",11086,0.3185098322208191,0.31767359247694926,robustness_bothbad,2024-02-29,davidson
"(1.2, 2.0]",6389,0.26044764438879325,0.2832657000083681,robustness_bothbad,2024-02-29,davidson
"(0.0, 0.15]",12907,0.3808011156736655,0.3921729350062484,robustness_bothbad,2024-02-29,lattice
"(0.15, 0.3]",6934,0.3468416498413614,0.37604215183428774,robustness_bothbad,2024-02-29,lattice
"(0.3, 0.5]",14048,0.3423974943052392,0.35337583122427035,robustness_bothbad,2024-02-29,lattice
"(0.5, 0.8]",12482,0.32022111841051115,0.33161403634336256,robustness_bothbad,2024-02-29,lattice
"(0.8, 1.2]",5877,0.26969542283477965,0.29035310303654077,robustness_bothbad,2024-02-29,lattice
"(1.2, 2.0]",2011,0.22028841372451516,0.23281522495949938,robustness_bothbad,2024-02-29,lattice
"(0.0, 0.15]",9580,0.36325678496868474,0.34242596035561074,robustness_bothbad,2024-03-31,davidson
"(0.15, 0.3]",10098,0.37571796395325807,0.34104959497337745,robustness_bothbad,2024-03-31,davidson
"(0.3, 0.5]",13805,0.3555233611010503,0.33729126716389735,robustness_bothbad,2024-03-31,davidson
"(0.5, 0.8]",15140,0.3461690885072655,0.3305382444276919,robustness_bothbad,2024-03-31,davidson
"(0.8, 1.2]",14682,0.32011987467647457,0.31888229338594576,robustness_bothbad,2024-03-31,davidson
"(1.2, 2.0]",10203,0.28805253356855826,0.28856577053211346,robustness_bothbad,2024-03-31,davidson
"(0.0, 0.15]",12650,0.3647430830039526,0.391614991127978,robustness_bothbad,2024-03-31,lattice
"(0.15, 0.3]",13431,0.36683791229245777,0.3746072954809069,robustness_bothbad,2024-03-31,lattice
"(0.3, 0.5]",17356,0.35267342705692556,0.3555398827796514,robustness_bothbad,2024-03-31,lattice
"(0.5, 0.8]",19048,0.3262284754304914,0.32967492715463287,robustness_bothbad,2024-03-31,lattice
"(0.8, 1.2]",9658,0.29208945951542764,0.2893575842466896,robustness_bothbad,2024-03-31,lattice
"(1.2, 2.0]",1773,0.25888324873096447,0.24548588540024419,robustness_bothbad,2024-03-31,lattice
"(0.0, 0.15]",24667,0.3675355738435967,0.3503854620706389,robustness_bothbad,2024-04-30,davidson
"(0.15, 0.3]",11862,0.3798684876074861,0.34908356952929254,robustness_bothbad,2024-04-30,davidson
"(0.3, 0.5]",39268,0.35654986248344706,0.34608347708402304,robustness_bothbad,2024-04-30,davidson
"(0.5, 0.8]",35019,0.381564293669151,0.34021388725073937,robustness_bothbad,2024-04-30,davidson
"(0.8, 1.2]",36662,0.3380066553925045,0.32569109302889854,robustness_bothbad,2024-04-30,davidson
"(1.2, 2.0]",18085,0.3059994470555709,0.29387698738040624,robustness_bothbad,2024-04-30,davidson
"(0.0, 0.15]",30746,0.36759253236193323,0.39264488850616897,robustness_bothbad,2024-04-30,lattice
