cond_id,v1,v2,beta,n_races
aluminium|BalanceSheetBot+BaseRateBot+BatteryMetalsBot+Beamer+BearCaseBot+BullCaseBot+CalibrationBot+CarbonMarketsBot+ConsensusCorrecterBot+DefenseProcurementBot+EnergyTransitionBot+FatTailsBot+FedPolicyBot+ForwardCurveBot+FrontierFluxBot+FundamentalsFive+GlobalEventsBot+GrokSubstrate+IndustrialMetalsBot+LightMetalsBot+MacroLensBot+MacroPrintBot+MeanReversionBot+MiningCorpEventsBot+MinorMetalsBot+MomentumBot+MotorCityBot+MultiLensBot+OilGasBot+PowerMarketsBot+ProcessChemBot+PublicEquitiesBot+RareEarthsBot+RegimeChangeBot+RickDisneck+SemiSupplyChainBot+ShippingLogisticsBot+SkepticalClaude+SupplyChainBot+SupplyChainGPT+TemporalBot+UncertaintyBot,-0.9805260701978955,0.1963889652253193,-10213813473.245842,3
aluminium|BalanceSheetBot+BaseRateBot+BatteryMetalsBot+Beamer+BearCaseBot+BullCaseBot+CalibrationBot+CarbonMarketsBot+ConsensusCorrecterBot+DefenseProcurementBot+EnergyTransitionBot+FatTailsBot+FedPolicyBot+ForwardCurveBot+FrontierFluxBot+FundamentalsFive+GlobalEventsBot+GrokSubstrate+IndustrialMetalsBot+MacroLensBot+MacroPrintBot+MeanReversionBot+MiningCorpEventsBot+MinorMetalsBot+MomentumBot+MotorCityBot+MultiLensBot+PerthDeltaBot+PowerMarketsBot+PublicEquitiesBot+RegimeChangeBot+RickDisneck+SemiSupplyChainBot+ShippingLogisticsBot+SkepticalClaude+SupplyChainBot+SupplyChainGPT+TemporalBot+UncertaintyBot,0.9830639180970355,-0.18326301573341297,-6319592451.072127,5
aluminium|BalanceSheetBot+BaseRateBot+BatteryMetalsBot+Beamer+BearCaseBot+BullCaseBot+CalibrationBot+CarbonMarketsBot+ConsensusCorrecterBot+DefenseProcurementBot+EnergyTransitionBot+FatTailsBot+FedPolicyBot+ForwardCurveBot+FundamentalsFive+GlobalEventsBot+GrokSubstrate+IndustrialMetalsBot+MacroLensBot+MacroPrintBot+MeanReversionBot+MiningCorpEventsBot+MinorMetalsBot+MomentumBot+MotorCityBot+MultiLensBot+PowerMarketsBot+PublicEquitiesBot+RegimeChangeBot+RickDisneck+SemiSupplyChainBot+ShippingLogisticsBot+SkepticalClaude+SupplyChainBot+SupplyChainGPT+TemporalBot+UncertaintyBot,0.998059987898042,0.06225962220380586,-5970967692.64293,5
aluminium|BalanceSheetBot+BaseRateBot+BatteryMetalsBot+Beamer+BearCaseBot+BullCaseBot+CalibrationBot+CarbonMarketsBot+ConsensusCorrecterBot+DefenseProcurementBot+EnergyTransitionBot+FatTailsBot+ForwardCurveBot+FrontierFluxBot+FundamentalsFive+FxRatesBot+GlobalEventsBot+IndustrialMetalsBot+LightMetalsBot+MacroLensBot+MacroPrintBot+MeanReversionBot+MiningCorpEventsBot+MinorMetalsBot+MomentumBot+MotorCityBot+MultiLensBot+PowerMarketsBot+PublicEquitiesBot+RegimeChangeBot+RickDisneck+SemiSupplyChainBot+ShippingLogisticsBot+SkepticalClaude+SupplyChainBot+SupplyChainGPT+TemporalBot+UncertaintyBot,-0.9908026029918484,0.1353151946552115,-6284440023.986278,3
aluminium|BalanceSheetBot+BaseRateBot+BatteryMetalsBot+Beamer+BearCaseBot+BullCaseBot+CalibrationBot+CarbonMarketsBot+ConsensusCorrecterBot+DefenseProcurementBot+EnergyTransitionBot+FatTailsBot+ForwardCurveBot+FrontierFluxBot+FundamentalsFive+FxRatesBot+GlobalEventsBot+IndustrialMetalsBot+LightMetalsBot+MacroLensBot+MacroPrintBot+MeanReversionBot+MiningCorpEventsBot+MomentumBot+MotorCityBot+MultiLensBot+OilGasBot+PowerMarketsBot+PublicEquitiesBot+RareEarthsBot+RegimeChangeBot+RickDisneck+SemiSupplyChainBot+ShippingLogisticsBot+SkepticalClaude+SupplyChainBot+SupplyChainGPT+TemporalBot+UncertaintyBot,-0.9746745194366765,0.22362822085077652,-10534108682.953018,3
aluminium|BalanceSheetBot+BaseRateBot+BatteryMetalsBot+Beamer+BearCaseBot+BullCaseBot+CalibrationBot+CarbonMarketsBot+DefenseProcurementBot+EnergyTransitionBot+FatTailsBot+FedPolicyBot+ForwardCurveBot+FrontierFluxBot+FundamentalsFive+FxRatesBot+GlobalEventsBot+GrokSubstrate+IndustrialMetalsBot+LightMetalsBot+MacroLensBot+MacroPrintBot+ManOfSteel+MeanReversionBot+MiningCorpEventsBot+MinorMetalsBot+MomentumBot+MotorCityBot+MultiLensBot+PublicEquitiesBot+RegimeChangeBot+SemiSupplyChainBot+ShippingLogisticsBot+SkepticalClaude+SupplyChainBot+SupplyChainGPT+TemporalBot+UncertaintyBot,0.9998834587917241,-0.015266592111492158,-6677769559.135018,4
aluminium|BalanceSheetBot+BaseRateBot+BatteryMetalsBot+Beamer+BearCaseBot+BullCaseBot+CalibrationBot+CarbonMarketsBot+DefenseProcurementBot+EnergyTransitionBot+FatTailsBot+FedPolicyBot+ForwardCurveBot+FrontierFluxBot+FundamentalsFive+FxRatesBot+GlobalEventsBot+GrokSubstrate+IndustrialMetalsBot+LightMetalsBot+MacroLensBot+MeanReversionBot+MiningCorpEventsBot+MinorMetalsBot+MomentumBot+MotorCityBot+MultiLensBot+PGMEcosystemBot+PowerMarketsBot+PreciousMetalsBot+PublicEquitiesBot+RegimeChangeBot+RickDisneck+SemiSupplyChainBot+ShippingLogisticsBot+SkepticalClaude+SupplyChainBot+SupplyChainGPT+TemporalBot+UncertaintyBot,0.9840787619206905,-0.17773291855095671,-6802436965.509971,5
aluminium|BalanceSheetBot+BaseRateBot+BatteryMetalsBot+Beamer+BearCaseBot+BullCaseBot+CalibrationBot+CarbonMarketsBot+DefenseProcurementBot+EnergyTransitionBot+FatTailsBot+ForwardCurveBot+FrontierFluxBot+FundamentalsFive+FxRatesBot+GlobalEventsBot+GrokSubstrate+IndustrialMetalsBot+LightMetalsBot+MacroLensBot+MacroPrintBot+MeanReversionBot+MiningCorpEventsBot+MinorMetalsBot+MomentumBot+MotorCityBot+MultiLensBot+OilGasBot+PGMEcosystemBot+PowerMarketsBot+PreciousMetalsBot+ProcessChemBot+PublicEquitiesBot+RegimeChangeBot+RickDisneck+SemiSupplyChainBot+ShippingLogisticsBot+SkepticalClaude+SupplyChainBot+SupplyChainGPT+TemporalBot+UncertaintyBot,-0.9604225654451986,0.27854711591338255,-10299247556.299,3
aluminium|BalanceSheetBot+BaseRateBot+BatteryMetalsBot+Beamer+BearCaseBot+BullCaseBot+CalibrationBot+CarbonMarketsBot+DefenseProcurementBot+EnergyTransitionBot+FatTailsBot+ForwardCurveBot+FrontierFluxBot+FundamentalsFive+FxRatesBot+GlobalEventsBot+GrokSubstrate+IndustrialMetalsBot+LightMetalsBot+MacroLensBot+MacroPrintBot+MeanReversionBot+MiningCorpEventsBot+MinorMetalsBot+MomentumBot+MotorCityBot+MultiLensBot+OilGasBot+PowerMarketsBot+PreciousMetalsBot+PublicEquitiesBot+RareEarthsBot+RegimeChangeBot+RickDisneck+SemiSupplyChainBot+ShippingLogisticsBot+SkepticalClaude+SupplyChainBot+SupplyChainGPT+TemporalBot+UncertaintyBot,-0.9487431228174615,0.3160482350948524,-10103192696.27736,4
aluminium|BalanceSheetBot+BaseRateBot+BatteryMetalsBot+Beamer+BearCaseBot+BullCaseBot+CalibrationBot+CarbonMarketsBot+DefenseProcurementBot+EnergyTransitionBot+FatTailsBot+ForwardCurveBot+FrontierFluxBot+FundamentalsFive+FxRatesBot+GlobalEventsBot+IndustrialMetalsBot+LightMetalsBot+MacroLensBot+MacroPrintBot+MeanReversionBot+MiningCorpEventsBot+MomentumBot+MotorCityBot+MultiLensBot+OilGasBot+PowerMarketsBot+PublicEquitiesBot+RareEarthsBot+RegimeChangeBot+SemiSupplyChainBot+ShippingLogisticsBot+SkepticalClaude+SupplyChainBot+SupplyChainGPT+TemporalBot+UncertaintyBot,-0.938647816229862,0.34487719131150346,-9975000160.384935,5
aluminium|BalanceSheetBot+BaseRateBot+BatteryMetalsBot+Beamer+BearCaseBot+BullCaseBot+CalibrationBot+CarbonMarketsBot+DefenseProcurementBot+EnergyTransitionBot+FatTailsBot+ForwardCurveBot+FrontierFluxBot+FundamentalsFive+GlobalEventsBot+GrokSubstrate+IndustrialMetalsBot+MacroLensBot+MacroPrintBot+MeanReversionBot+MiningCorpEventsBot+MinorMetalsBot+MotorCityBot+MultiLensBot+PowerMarketsBot+PublicEquitiesBot+RegimeChangeBot+RickDisneck+SemiSupplyChainBot+ShippingLogisticsBot+SkepticalClaude+SupplyChainBot+SupplyChainGPT+TemporalBot+UncertaintyBot,0.9826298959911658,-0.18557609626347535,-6989354862.812494,6
aluminium|BalanceSheetBot+BaseRateBot+BatteryMetalsBot+Beamer+BearCaseBot+BullCaseBot+CalibrationBot+CarbonMarketsBot+DefenseProcurementBot+EnergyTransitionBot+FatTailsBot+ForwardCurveBot+FrontierFluxBot+FundamentalsFive+GlobalEventsBot+IndustrialMetalsBot+MacroLensBot+MacroPrintBot+MeanReversionBot+MiningCorpEventsBot+MinorMetalsBot+MomentumBot+MotorCityBot+MultiLensBot+OilGasBot+PowerMarketsBot+PublicEquitiesBot+RareEarthsBot+RegimeChangeBot+RickDisneck+ShippingLogisticsBot+SkepticalClaude+SupplyChainBot+SupplyChainGPT+TemporalBot+UncertaintyBot,-0.9076914667954433,0.4196381788001859,-9418763809.542294,7
aluminium|BaseRateBot+BatteryMetalsBot+Beamer+BearCaseBot+BullCaseBot+CalibrationBot+CarbonMarketsBot+ConsensusCorrecterBot+DefenseProcurementBot+EnergyTransitionBot+FatTailsBot+ForwardCurveBot+FundamentalsFive+GlobalEventsBot+IndustrialMetalsBot+LightMetalsBot+MacroPrintBot+MomentumBot+MultiLensBot+PowerMarketsBot+RegimeChangeBot+RickDisneck+ShippingLogisticsBot+SkepticalClaude+SupplyChainBot+SupplyChainGPT+TemporalBot+UncertaintyBot,-0.9298017480392125,0.3680607413773232,-9357332994.330145,4
brent|BaseRateBot+BearCaseBot+CalibrationBot+FedPolicyBot+ForwardCurveBot+FundamentalsFive+MacroPrintBot+MomentumBot+MultiLensBot+OilGasBot+PowerMarketsBot+ShippingLogisticsBot+SkepticalClaude+SupplyChainBot+TemporalBot+UncertaintyBot,0.9986283958323886,-0.05235768365035179,-2064501859.8633828,3
cerium|BalanceSheetBot+BaseRateBot+BatteryMetalsBot+Beamer+BearCaseBot+BiopharmaMedtechBot+BullCaseBot+CalibrationBot+CarbonMarketsBot+ConsensusCorrecterBot+DefenseProcurementBot+EnergyTransitionBot+FatTailsBot+ForwardCurveBot+FrontierFluxBot+FundamentalsFive+GlobalEventsBot+GrokSubstrate+IndustrialMetalsBot+MacroLensBot+MacroPrintBot+MeanReversionBot+MiningCorpEventsBot+MinorMetalsBot+MomentumBot+MotorCityBot+MultiLensBot+PowerMarketsBot+PublicEquitiesBot+RareEarthsBot+RegimeChangeBot+RickDisneck+SemiSupplyChainBot+ShippingLogisticsBot+SkepticalClaude+SupplyChainBot+SupplyChainGPT+TemporalBot+UncertaintyBot,0.9126039522265703,-0.40884474605948384,-6041255058.5010605,5
copper|BalanceSheetBot+BaseRateBot+BatteryMetalsBot+Beamer+BearCaseBot+BullCaseBot+CalibrationBot+CarbonMarketsBot+DefenseProcurementBot+EnergyTransitionBot+FatTailsBot+FedPolicyBot+ForwardCurveBot+FrontierFluxBot+FundamentalsFive+FxRatesBot+GlobalEventsBot+GrokSubstrate+IndustrialMetalsBot+MacroLensBot+MacroPrintBot+MeanReversionBot+MiningCorpEventsBot+MomentumBot+MotorCityBot+MultiLensBot+OilGasBot+PowerMarketsBot+PublicEquitiesBot+RegimeChangeBot+SemiSupplyChainBot+ShippingLogisticsBot+SkepticalClaude+SupplyChainBot+SupplyChainGPT+TemporalBot+UncertaintyBot,0.9950165308483686,-0.09971009647211043,-10279333878.166315,3
copper|BalanceSheetBot+BaseRateBot+BatteryMetalsBot+Beamer+BearCaseBot+BullCaseBot+CalibrationBot+CarbonMarketsBot+DefenseProcurementBot+EnergyTransitionBot+FatTailsBot+FedPolicyBot+ForwardCurveBot+FrontierFluxBot+FundamentalsFive+GlobalEventsBot+IndustrialMetalsBot+MacroLensBot+MacroPrintBot+MeanReversionBot+MiningCorpEventsBot+MomentumBot+MotorCityBot+MultiLensBot+PerthDeltaBot+PowerMarketsBot+PublicEquitiesBot+RegimeChangeBot+RickDisneck+SemiSupplyChainBot+ShippingLogisticsBot+SkepticalClaude+SupplyChainBot+SupplyChainGPT+TemporalBot+UncertaintyBot,-0.9893179772973008,0.1457735908742648,-10302575822.09161,3
copper|BalanceSheetBot+BaseRateBot+Beamer+BearCaseBot+BullCaseBot+CalibrationBot+CarbonMarketsBot+DefenseProcurementBot+EnergyTransitionBot+FatTailsBot+ForwardCurveBot+FrontierFluxBot+FundamentalsFive+GlobalEventsBot+GrokSubstrate+IndustrialMetalsBot+MacroLensBot+MacroPrintBot+MeanReversionBot+MiningCorpEventsBot+MinorMetalsBot+MomentumBot+MotorCityBot+MultiLensBot+OilGasBot+PowerMarketsBot+PreciousMetalsBot+PublicEquitiesBot+RegimeChangeBot+SemiSupplyChainBot+ShippingLogisticsBot+SkepticalClaude+SupplyChainBot+SupplyChainGPT+TemporalBot+UncertaintyBot,-0.9999944737973536,-0.0033245112052732507,-5161378963.22626,3
copper|BaseRateBot+Beamer+BearCaseBot+CalibrationBot+CarbonMarketsBot+ForwardCurveBot+FundamentalsFive+IndustrialMetalsBot+MomentumBot+MultiLensBot+PublicEquitiesBot+RickDisneck+ShippingLogisticsBot+SkepticalClaude+SupplyChainBot+SupplyChainGPT+TemporalBot+UncertaintyBot,0.9362482288875911,-0.35133922910037946,-2989503796.1508226,3
cotton|CalibrationBot+CottonTextBot+KelvinWaveTrader+MomentumBot+SoftStaplesBot+WhiteGoldTrader,0.971692722620356,0.2362482863570441,7963722136.106645,6
cotton|CalibrationBot+CottonTextBot+KelvinWaveTrader+SoftStaplesBot+WhiteGoldTrader,-0.09329267909245569,0.9956387276656891,-16315327861.376759,5
cotton|CalibrationBot+KelvinWaveTrader+SoftStaplesBot+WhiteGoldTrader,-0.9938091216633643,-0.11110098873859035,-14660142003.247969,3
cotton|CottonTextBot+KelvinWaveTrader+SoftStaplesBot+WhiteGoldTrader,0.06714876681555702,0.9977429744754658,-14445392235.930855,7
gold|AviralPoddar+BalanceSheetBot+BaseRateBot+BearCaseBot+BullCaseBot+CalibrationBot+CommoditySpotBot+FatTailsBot+FedPolicyBot+ForwardCurveBot+MacroLensBot+MacroPrintBot+MeanReversionBot+MiningCorpEventsBot+MomentumBot+MultiLensBot+PreciousMetalsBot+PublicEquitiesBot+RegimeChangeBot+SkepticalClaude+UncertaintyBot,0.9988375459603392,0.04820328598682091,-2796391333.2796082,4
gold|AviralPoddar+BalanceSheetBot+CommoditySpotBot+FatTailsBot+FedPolicyBot+ForwardCurveBot+FxRatesBot+MacroLensBot+MacroPrintBot+PreciousMetalsBot+UncertaintyBot,-0.7632075885190681,0.646153369430903,587294011.4709951,3
gold|BalanceSheetBot+BaseRateBot+BearCaseBot+BullCaseBot+CalibrationBot+FatTailsBot+FedPolicyBot+ForwardCurveBot+FundamentalsFive+GlobalEventsBot+MacroLensBot+MacroPrintBot+MeanReversionBot+MiningCorpEventsBot+MultiLensBot+PreciousMetalsBot+PublicEquitiesBot+RickDisneck+SkepticalClaude+SupplyChainBot+TemporalBot+UncertaintyBot,0.9510771741715538,0.30895340873641813,-7275007216.442144,3
gold|BalanceSheetBot+BaseRateBot+BearCaseBot+BullCaseBot+CalibrationBot+FatTailsBot+ForwardCurveBot+FundamentalsFive+FxRatesBot+GlobalEventsBot+MacroLensBot+MacroPrintBot+MeanReversionBot+MiningCorpEventsBot+MomentumBot+MultiLensBot+PreciousMetalsBot+PublicEquitiesBot+RegimeChangeBot+SkepticalClaude+SupplyChainBot+SupplyChainGPT+TemporalBot+UncertaintyBot,0.9997672290805263,0.02157516295759164,-9458143703.791927,5
gold|BalanceSheetBot+BaseRateBot+BearCaseBot+BullCaseBot+CalibrationBot+ForwardCurveBot+FundamentalsFive+GlobalEventsBot+MacroLensBot+MacroPrintBot+MeanReversionBot+MiningCorpEventsBot+MultiLensBot+PreciousMetalsBot+PublicEquitiesBot+RegimeChangeBot+RickDisneck+SkepticalClaude+SupplyChainBot+TemporalBot+UncertaintyBot,-0.9324874548431842,0.36120236234011605,4899270196.817415,3
gold|BalanceSheetBot+BaseRateBot+BearCaseBot+CalibrationBot+FatTailsBot+FedPolicyBot+ForwardCurveBot+FundamentalsFive+FxRatesBot+MacroLensBot+MacroPrintBot+MeanReversionBot+MomentumBot+PreciousMetalsBot+PublicEquitiesBot+RegimeChangeBot+SkepticalClaude,0.7394051206294809,0.6732607723511767,-5360307431.668243,3
gold|BalanceSheetBot+BaseRateBot+BullCaseBot+CalibrationBot+FatTailsBot+ForwardCurveBot+FundamentalsFive+GlobalEventsBot+MacroLensBot+MacroPrintBot+MeanReversionBot+MiningCorpEventsBot+MomentumBot+MultiLensBot+PGMEcosystemBot+PreciousMetalsBot+PublicEquitiesBot+SkepticalClaude+SupplyChainBot+TemporalBot+UncertaintyBot,0.990441986378515,0.13792995185448856,-5026841037.2221575,3
gold|BalanceSheetBot+BearCaseBot+CalibrationBot+ForwardCurveBot+FundamentalsFive+MacroPrintBot+MeanReversionBot+MomentumBot+MultiLensBot+PreciousMetalsBot+SkepticalClaude,-0.5521205603244981,0.8337642873540234,-4997492300.039491,3
gold|BaseRateBot+BearCaseBot+CalibrationBot+FedPolicyBot+ForwardCurveBot+FundamentalsFive+MomentumBot+MultiLensBot+PreciousMetalsBot+SkepticalClaude+SupplyChainBot+SupplyChainGPT+UncertaintyBot,0.28723059203629997,0.9578614654523255,-25166818693.546127,3
gold|BaseRateBot+BearCaseBot+CalibrationBot+ForwardCurveBot+FundamentalsFive+FxRatesBot+GlobalEventsBot+MeanReversionBot+MomentumBot+MultiLensBot+PreciousMetalsBot+PublicEquitiesBot+RegimeChangeBot+SkepticalClaude+UncertaintyBot,0.9378132679937073,-0.3471401365082451,-5636130179.133347,3
gold|BaseRateBot+BullCaseBot+FatTailsBot+ForwardCurveBot+MomentumBot+MultiLensBot+PreciousMetalsBot+SkepticalClaude+UncertaintyBot,0.9604910581401733,-0.2783108464159641,-27248839005.334286,4
